Year,Branch No.,TFWS,LSCO,LSCH,LOPENO,LOPENH,LOBCO,LOBCH,GVJO,GVJH,GSTO,GSTH,GSCO,GSCH,GOPENO,GOPENH,GOBCO,GOBCH,GNT3O,GNT3H,GNT2O,GNT2H,GNT1O,GNT1H,DEFS
2018,628424610,21624,72012,52937,22994,32143,49093,50327,,,,,72311,87462,25439,38047,36856,51942,,57098,53510,,54733,,42530
2018,628429310,35917,77599,,37846,60168,,,53558,65972,,,82725,76328,34548,52887,67885,85458,72551,60789,,,,,
2018,628437210,36299,,96446,45024,73774,50567,93832,,,,,,,67250,93266,96955,95480,,,,,,,71555
2018,628461210,14546,,,44416,58268,,59580,87914,77729,,,45200,46032,17461,27563,21114,43552,,66404,27391,32372,,54251,32837
2018,630719110,36461,,,40482,72938,,,,,,,,77960,34349,65984,62951,98361,,,,,,82402,46873
2018,630724510,15429,82134,,29521,21510,,47911,53916,89206,,,,79215,26564,28192,31171,44457,,40548,67857,,,,
2018,630724610,37465,,,19340,50171,30436,50932,,,,,75943,,41714,42882,46070,51893,,,,,,,44893
2018,630737210,54556,,,60328,84940,,,,,,,85806,,77169,98420,,,,,,,,,
2018,630760210,36325,,,,,,,,,,,46489,62427,43435,61160,60816,74895,,,,,87659,,32436
2018,630761210,28061,,,,70793,,,90073,,,,75358,,48073,63564,57880,94998,,79309,,,,,45539
2018,631024510,20879,,58059,26129,24919,34245,28586,,98559,,,74005,59482,21660,27748,27184,29524,,,90428,58992,,56384,43800
2018,631024610,33633,,,39764,30071,29638,40246,,,,,,88548,40340,35768,56523,48601,,,,,,,77626
2018,631061210,36214,,,,54476,,,,,,,67352,75017,52560,47211,60606,75624,,,,,,74917,70861
2018,663419110,60276,,,,,,,,,,,,,95507,88282,,,,,,,,,
2018,663424510,31341,,,62455,44747,95526,84947,,,,,55147,,49890,52456,78856,81490,,,81612,93220,82281,,38121
2018,663461210,,,,,87422,,,,,,,,,87778,,,,,,,,,,
2018,673219110,32591,,,48810,76708,55397,90173,,95364,91690,,56614,74906,39791,59149,48033,78503,,66783,,,,,50125
2018,673224510,18808,82485,79090,26969,29689,33438,43979,88390,,65866,,54239,89635,30265,32855,35098,45718,65200,37406,43080,65198,,84410,19258
2018,673237210,45253,,,47444,91857,65302,,,,,,95271,,53025,86277,60522,,,,,,,,
2018,673261210,37402,,,,67083,,,,,67520,,90536,,59613,84907,89976,95079,,,,85383,81736,85782,40623
2018,675519110,26585,,,82852,86857,91227,,,,90857,,53888,92868,40955,67559,50442,91110,,,66862,93357,55837,,76252
2018,675524510,14983,,66746,16718,23974,30415,27338,50440,,,,49132,76113,19726,20513,25901,29659,43518,39843,,40715,,,15239
2018,675537210,37528,,,46110,67173,45901,96505,,,,,86583,,53576,75079,68919,,,,,,,,
2018,675561210,23810,,,,81251,,,,74565,,,89204,82338,40233,48859,47036,96660,84206,62198,,67515,,,39474
2018,675561220,,,,,,,,,,,,,,68071,93350,78098,,,,85508,,81869,,
2018,676919110,45454,,,,,,,,,,,,,84592,,,,,,,,,,
2018,676924510,30625,70957,78122,40892,39674,59110,54744,83059,,,,92766,,36823,42732,57892,64470,76130,,,85369,,64197,84879
2018,676924610,38077,,,,47763,,76079,,,,,,,37589,56292,,87412,,68750,,,,,
2018,676937210,,,,94113,87101,,,,,,,,,59564,91720,,,,,,,,,
2018,676961210,,,,,80061,,,,,,,,,86375,93621,,,,,,,,,
2018,677024510,39576,,,54858,65204,86031,76544,63599,,,,76519,,46935,80605,64166,97450,,86001,,,97045,,84579
2018,677024610,36597,79119,,46097,88853,82979,,,,,,,,40236,80762,54266,,,,,,,,
2018,677029310,56948,,,,,,,,,,,,,93405,78536,,,,,,,,,
2018,677037210,,,,,90083,,,,,,,,,84854,,,,,,,,,,
2018,677061210,,,,,,,,,,,,,,96649,86803,,,,,,,,,
2018,677224510,26265,,,26765,30038,46169,36081,,,,,98586,80500,33573,36731,35958,51005,41865,65500,,55914,89963,88097,35785
2018,677224610,28352,,,34795,43117,47142,60793,79391,,,,77451,,37498,50054,41884,68738,,,89409,87329,,,61759
2018,677229310,40596,,,58693,77965,,90368,,,,,67722,,66048,94086,72641,,,,,,,,65127
2018,677237210,,,,98153,69260,,,,,,,,,58586,,,,,,,,,,
2018,677261210,41934,,,,,,,,,,,,,93366,88514,,,,,,,,,
2018,677261220,,,,,,,,,,,,,,52561,84511,,,,,,,,,
2018,678619110,36509,,,92566,69295,,,,,,,66823,,64524,75882,85152,93345,,78246,,90319,,76108,75764
2018,678624510,21004,,90037,18823,22385,23048,48235,88752,67605,,,45285,92347,26534,31682,33070,48621,76253,65492,,38433,,,33714
2018,678637210,54873,,,58752,,,,,,,,,,90134,94657,,,,,,,,,33833
2018,678660210,32934,,,,84496,,,,,80472,,64927,74407,34168,54731,39942,77517,86091,,,62272,,,46080
2018,678661210,34697,,,,73090,,,,,,,86885,,81693,95181,95154,,,95799,86080,,,,53910
2018,678719110,43618,,,,,,,,,,,58927,,56151,79363,69648,,,83974,,,,,85980
2018,678724510,33061,,,54320,51446,60301,81659,,,,,69361,90975,33347,44143,36816,50683,84050,,,63238,84779,88187,58080
2018,678760210,42826,,,,57235,,,,,,,89074,,41417,67712,53561,95395,,,,,,,59571
2018,678761210,47333,,,,,,,,,,,,,94485,95463,,,,,,,,,98514
2018,680824510,27815,,,43470,19883,,43213,,47045,,,60726,95751,40071,34802,57809,58485,,95319,,,,,58192
2018,680837210,55830,,,64435,42194,,,,,,,,,88388,49091,94394,84800,,,,,,,73134
2018,680861210,48075,,,69575,68548,,,,,,,,74460,82424,62983,,95109,,,,,,,
